species,SID01.BA.VG.2,SID01.BA.V_metag,SID02.BA.V_metag,SID02.BA.VG_metag,SID03.BA.O_metag,SID04.BA.VG.2,SID04.BA.O_metag,SID04.BO.VG.2,SID04.TO.VG,SID05.PR.VG.1,SID06.BA.VG_metag,SID06.PR.VG_metag,SID06.TO.VG,SID07.BA.VG.2,SID07.PR.V.2,SID08.BA.V_metag,SID08.BA.VG_metag,SID08.TO.VG,SID09.PR.V_metag,SID09.TO.O.new,SID10.BO.V,SID10.TO.V.1,SID11.BA.V_metag,SID11.TO.V.2,SID12.PR.V.2,SID12.TO.O.new,SID13.PR.VG.0,SID14.PR.VG.0,SID16.PR.VG.1,SID17.PR.V_metag,SID18.PR.V_metag,SID19.BA.V.2,SID19.TO.V,SID20.TO.O.0,SID21.TO.V.new,SID22.TO.O.new,SID23.BA.V.2,SID26.BA.V.2,SID26.PR.V_metag,SID29.PR.O.2,SID30.BO.O.2,SID31.PR.O.0,SID32.PR.V.1,SID33.PR.V_metag,SID37.PR.O.new,SID38.BA.O.2,SID38.PR.O.1,SID38.TO.VG,SID39.TO.VG,SID42.TO.VG.2,SID44.TO.V,SID45.BO.V.new,SIDVOV03_metag,SIDVOV08_metag,SIDVOV104_metag,SIDVOV108_metag,SIDVOV109_metag,SIDVOV112_metag,SIDVOV113_metag,SIDVOV114_metag,SIDVOV16_metag,SIDVOV20_metag,SIDVOV24_metag,SIDVOV25_metag,SIDVOV26_metag,SIDVOV28_metag,SIDVOV29_metag,SIDVOV32_metag,SIDVOV34_metag,SIDVOV35_metag,SIDVOV36_metag,SIDVOV38_metag,SIDVOV39_metag,SIDVOV46_metag,SIDVOV48_metag,SIDVOV49_metag,SIDVOV52_metag,SIDVOV53_metag,SIDVOV54_metag,SIDVOV56_metag,SIDVOV58_metag,SIDVOV59_metag,SIDVOV60_metag,SIDVOV66_metag,SIDVOV70_metag,SIDVOV72_metag,SIDVOV75_metag,SIDVOV76_metag,SIDVOV77_metag,SIDVOV78_metag,SIDVOV79_metag,SIDVOV81_metag,SIDVOV82_metag,SIDVOV96_metag,SIDVOV97_metag,SIDVOV98_metag,SIDVOV99_metag
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,0.32415,0.12065,0.57751,1.09361,1.55498,1.88639,0.24796,0.21424,0.18724,0.19123,1.29729,0.42706,,0.23703,0.02152,0.12812,1.13331,0.05079,0.14091,0.19036,0.03005,0.02283,0.94089,0.12068,0.0123,0.60008,0.11189,0.01114,0.02436,0.27974,0.06298,0.10986,0.00678,1.24612,0.15472,0.70318,2.06332,0.15919,0.02743,,0.675,0.29061,0.0345,0.312,0.12838,0.54957,0.16686,0.09748,0.15925,0.58336,0.33941,0.38959,0.03151,0.05046,,0.05443,,0.02592,,0.01084,,0.01081,0.00923,0.03408,0.11244,0.01661,0.05639,0.00243,,,0.12826,0.0083,0.05924,,0.01745,0.06493,0.01365,,0.01619,0.01364,,0.00511,,,0.04686,0.03353,0.00286,,,0.06314,0.01576,0.06225,0.00747,0.03967,,0.00052,
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0.02821,,,,0.01212,,,2.44343,5.37723,2.84704,,,10.01764,0.26509,0.00834,2.08659,,,,0.57756,,0.00043,0.84883,,,,,0.1021,,,,,,6.05397,1.6428,0.34314,,,0.16045,,0.91547,1.4768,,,0.38939,,,,3.68807,0.10624,1.61332,0.04501,,,,,,,0.01621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02477,,,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,,0.00379,,0.01403,0.00135,,0.04905,0.11337,0.00447,,,,,,,,,,,0.00181,,,0.0059,,,,0.00573,,,,0.00391,0.0049,,0.00181,0.03095,0.0165,,,,,,0.01286,,0.00258,0.04272,,0.02283,,0.00731,,,,0.02972,0.00266,,0.06673,0.01042,,0.02296,0.02106,0.01149,,,,0.13935,,,0.00556,,,0.00924,,,,0.00567,0.01645,0.01792,,,0.01554,0.01997,0.00858,,,,,0.00094,,,,0.00655,,,0.0806,,0.02058,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,,,0.00231,0.00161,,,0.00892,0.0413,0.00528,,,0.01703,,,0.01421,,,,,,,,,,,,,0.00078,0.05576,0.04773,,0.00187,,,,,,0.00033,0.02123,,,,0.01358,0.01552,,0.0802,0.55264,0.00483,,,,0.04924,0.01752,0.03992,,0.02481,0.02621,0.01992,0.02179,0.00937,0.05702,,0.11307,0.01727,0.02066,0.00286,,0.07132,0.10353,0.00267,0.14977,0.07699,0.47417,0.0281,0.19939,0.01392,0.09187,0.03301,0.00532,1.46726,0.03769,0.02725,0.00035,0.22484,0.00147,0.1089,0.26849,0.00399,0.22988,0.0923,0.00012,0.02136,0.0054,0.01494,,0.20718,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_403,,,,,,,,,0.77447,,,,,,1.31522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2651,,,,,,,,,,,,0.26083,,,,,,,,,,,,,,,,,,,0.45814,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0.02485,0.00579,,,0.07249,0.08735,0.00345,0.3088,0.10055,0.02065,,0.02216,,,0.11853,0.33616,,,,,,,0.01371,0.00637,0.01775,,1.19038,0.05384,0.01043,,0.00441,1.19422,,0.23122,,,0.00185,,0.05645,0.02435,0.02402,0.0217,1.03623,0.66192,,0.04792,0.27816,0.02806,,,,,,0.0445,0.32202,0.03369,0.02009,0.22662,,0.02587,0.00134,0.35808,,0.0747,0.03145,0.00241,0.00763,0.06508,0.009,,0.08456,,0.36145,0.13877,0.15354,0.2236,0.01086,0.16902,,,0.00358,0.15381,,,0.01507,0.1471,0.02005,0.00062,,0.09693,0.00419,0.52203,,0.00657,,0.13393,0.17182
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13969,,,,,,,,,,,,,,,,,0.01118,,,,,,,,,,,,,,,,,,,,,0.26889,,,,,0.02173,,,,,,,,,,,
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,,0.07546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03909,,,,0.11565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12127,,,,,1.15466,,,0.01211,,,,,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus,0.01946,0.22065,0.07081,0.12719,0.09496,0.13479,0.22924,0.04795,0.00429,0.02872,0.28998,,0.00893,,,,,,,,0.03931,,,0.0027,,0.92395,0.05207,0.01272,0.02604,0.13905,0.09693,0.04867,,0.05814,0.00209,,,0.26644,0.0019,0.05723,0.01839,,0.01448,,0.00386,0.12942,0.00373,0.00108,0.14424,0.02546,0.04776,0.0082,,0.19794,,0.05274,0.01757,0.01146,0.30648,0.03759,,,0.23287,,,,,0.00947,,,0.07548,,0.20247,,0.01706,,0.00701,,0.00502,0.06515,,,,,0.3114,0.00038,,,,,,,,,,0.02325,0.00173
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0.0048,0.12022,0.08146,0.08704,0.24747,0.11246,0.09697,0.03279,0.00399,0.00834,0.1187,,0.00732,,,,,,,,0.02199,,,0.00163,,0.76152,0.03673,0.01505,0.00805,0.02986,0.02735,0.0351,,0.04878,,,,0.29929,,0.03884,0.01263,,0.0018,,0.01112,0.12584,0.00085,0.00343,0.08047,0.01864,0.03571,0.01074,,0.13575,,0.02292,0.01558,0.00525,0.10388,0.00571,,,0.07091,,,,,0.01236,,,0.02133,,0.20197,,0.01137,,0.00016,,0.00872,0.15971,,,,,0.06696,,,,,,,,,,,0.00713,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,,,,0.03469,1.16648,,0.07558,1.82654,0.42716,0.33213,1.65418,0.01064,0.00705,,,0.70549,,,,0.3989,0.20645,0.0068,,0.01016,0.27433,0.95887,0.14098,0.11269,12.10012,0.00673,0.08575,0.1333,,0.01758,7.00182,0.20381,,,1.87454,,,0.18362,,0.05735,0.5397,0.23508,1.23478,,1.11341,,1.34469,0.6211,0.94753,,,,,0.00617,0.01042,0.01719,,0.31453,0.19927,0.3139,7.49667,0.0771,,0.00265,,,1.30927,1.97219,0.00746,1.68523,0.62748,0.16042,2.98623,,0.02595,,,0.02602,,3.05542,0.08386,,0.06686,,,0.49824,0.0692,,,0.05706,,,0.01366
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,0.05657,,,0.00584,0.01769,0.13883,,,0.01265,0.08803,0.04065,0.00641,,,0.02634,0.02311,,0.01279,,,,,,,0.04804,,0.00536,0.0139,0.07621,0.15939,0.07682,0.00575,,0.08145,0.00233,,0.01028,,0.08749,0.01241,0.02908,0.92684,0.00558,,,,0.02918,,0.03722,0.02173,,,0.31388,0.07631,,0.03461,0.01004,0.00264,0.02612,0.02334,0.03685,0.00911,,0.08603,0.06508,0.00945,0.02111,0.01239,,,,0.00097,,0.08009,0.0004,0.00067,0.05964,0.25104,,0.12852,0.00451,0.00931,0.00046,0.01462,0.04091,0.00422,0.14563,,0.06168,,0.00587,0.02904,0.03729,,0.01913,0.00065,0.00427
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,0.05787,0.17721,5.45463,0.23525,0.18194,0.76301,0.51971,0.88678,0.00523,0.13114,3.3775,0.1685,0.01909,0.03311,,0.52861,0.32145,0.00829,0.27075,0.04523,,0.82822,1.49748,0.04343,0.02819,0.27438,0.09596,0.01296,0.02384,0.15014,0.05794,0.08121,,0.56464,0.02344,0.06168,0.80002,0.0407,0.04542,0.3455,0.09384,0.00791,0.06915,0.48727,,0.22843,0.0902,0.08434,0.04427,0.00301,0.08477,0.07492,0.00149,,0.0098,,0.01093,0.00088,0.00837,,,,,0.00714,,0.00678,0.03379,0.15946,0.00426,0.01637,,,0.02813,0.02571,0.01443,0.0225,0.00528,,0.00762,0.00231,0.00631,,0.00789,,0.01949,0.00626,,,0.02895,,,0.005,0.00532,0.00237,0.06711,0.01195,0.00363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,0.42537,0.27526,16.04776,0.74579,2.99785,0.37594,1.24354,1.64615,0.06276,0.37337,23.90316,0.05222,0.03441,6.25979,0.61145,1.88957,0.94757,0.09403,0.65966,0.08719,,3.38713,3.22069,0.74379,0.18816,0.01045,1.06998,0.54448,0.21173,0.45853,0.55396,0.95171,0.03523,0.67512,0.01711,0.01599,3.98346,2.84881,0.67507,0.37221,0.15953,0.01963,0.87629,2.20961,,1.47281,0.5279,0.08506,0.09069,1.349,0.14516,0.0323,0.03204,0.03978,0.00396,0.02341,,0.20754,0.01109,,,,0.00362,,,0.01592,0.00061,0.0443,,,,0.02217,0.00611,0.04792,0.01371,0.00585,,0.0412,0.05551,0.00543,0.00478,,0.00224,0.08106,0.00132,0.00946,,,0.09219,,,0.03363,0.24696,,0.01318,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,1.5029,1.5066,12.59797,1.5201,2.50941,1.28064,0.82019,0.29139,0.03292,0.41118,10.21763,0.54619,,1.56165,0.06092,1.08629,2.04483,0.10011,0.17888,0.94236,,0.18098,4.10312,0.43849,0.08711,0.08181,1.31077,0.16229,0.25247,0.73468,0.16416,1.22971,0.00103,3.01746,0.03715,0.04505,5.11339,3.3643,0.27865,0.09198,0.43182,0.27396,0.34408,1.54888,0.10094,2.24097,0.74583,0.1152,0.07067,1.90848,0.03439,0.02036,0.07711,0.01369,,,,0.06799,,,,0.00099,0.00184,,,0.00334,,0.02137,,,,,0.0254,0.00868,,0.01581,0.00369,,0.01106,0.00607,,0.00777,,,0.0201,,,,0.01138,,,0.03626,0.25026,,,0.001,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0.65172,,0.51916,5.25537,0.81209,1.4441,39.05365,1.85829,0.66401,2.11447,0.00518,,0.00583,0.29509,,0.07513,,0.13371,,,,1.10289,0.06631,0.11587,0.00646,0.00258,1.1979,,,0.39539,0.30914,1.19612,0.00975,5.2913,,,1.59049,0.558,,0.04582,0.65962,3.78028,2.45481,0.08743,0.00952,2.08557,1.95726,2.31585,,0.47889,,0.33867,0.01657,0.00549,,0.42147,,0.0203,0.03884,0.24316,0.21786,,1.51982,,0.04091,,,,,0.01711,0.06527,,0.07146,,,0.40503,,0.026,0.09902,3.70568,0.10079,,,0.01216,,,,,,0.33088,0.05083,0.0726,0.29387,0.1182,,0.27522,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,0.31995,0.0315,0.16336,0.17452,0.07048,0.16062,0.01795,0.08516,0.07887,0.07159,0.02922,0.08165,,0.07754,,0.0923,0.01908,0.04346,,0.17417,0.00789,,,0.04138,0.0084,,0.03986,0.14717,0.06141,,0.02216,0.03526,,0.01877,0.03296,0.05811,,,0.02947,0.22708,0.0565,0.13179,0.00527,0.20858,,1.70168,0.02042,0.00826,0.06772,0.08418,0.57224,0.09134,0.0142,,,0.03273,,0.00459,,,,,,,0.00899,0.02021,0.31939,0.00644,,,,,0.00666,0.01222,,0.00137,,,0.00759,,0.00182,,,,0.01623,0.01447,,,,,,,,,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,2.75915,3.37028,3.47492,0.00198,3.05188,3.54636,0.01048,1.65663,5.99031,0.56015,2.48724,4.30719,14.17823,5.7334,0.52817,2.48284,4.15371,0.50067,0.00217,7.13465,5.74029,,1.93454,9.92014,0.14614,,0.74026,1.49433,0.40023,3.37366,1.34038,0.73648,4.18731,2.04485,9.69907,9.09351,5.13765,,0.25747,1.67536,2.56923,1.78407,0.16134,0.00965,7.72219,2.6662,2.28772,,4.04589,0.55073,1.00977,4.05431,0.5595,6.9021,0.26016,1.61313,0.3159,0.89737,4.83988,0.5007,1.87205,0.80092,5.49056,0.83066,1.44409,1.74001,,0.52964,0.40394,0.9448,0.48905,1.8494,0.13328,0.03496,6.39919,0.81564,1.78245,0.94928,0.01869,2.09539,1.26075,0.16071,0.27058,0.0849,2.12645,0.19181,1.16815,0.46923,0.0871,0.57708,0.5912,0.99464,0.2357,0.54575,0.78988,0.51442,0.30075
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,,,,,0.18804,,,,,7.98901,,,1.84492,,,,,2.07406,,,,0.01319,0.13351,0.00754,,,,,,,,,,,,,,,0.69523,3.51086,,,,,,,,,5.92578,22.37986,,,8.0782,0.00314,,,,0.48367,,,,,,0.10336,4.05555,4.72571,,,,,,0.31333,,,,,0.00284,,2.83159,,,,,,,,,0.10746,,,1.55058,,,,4.66425,,
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1198,,,,,0.10598,,,,,,,,,,,,,,,,,,,,,,,,,0.00696,4.93254,,,,,,,,,,,,,,,,,,,,0.12796,,,,,,,,,,,,,,,,0.04923,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,,,0.01016,,,,,,,,,,,,,,,,,,,0.08135,,,,,,,0.00915,,,,,,,,,,,0.0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii,,,0.00166,,,0.00156,,,,,,,,0.0016,,,0.06403,,,,,,,,,,,,,,,,,,,,0.00709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.00229,0.00885,0.01479,0.00056,,0.00813,0.06523,0.05322,0.00343,0.0066,,0.05716,,0.00949,0.03433,0.00108,0.0072,0.02887,0.03015,0.02092,0.00266,0.39227,,,0.00049,0.22594,0.00259,,0.04623,0.00819,0.0062,0.00278,,,,0.18391,0.26174,0.23347,,0.36324,0.05879,0.00384,0.00581,0.02502,,0.09336,0.04138,0.06776,,,,0.00277,0.0034,0.85678,0.36232,0.04133,0.03716,0.01851,0.02909,0.54444,0.10487,0.01163,0.85644,0.21013,0.18955,0.13383,1.16127,0.2074,,,0.34965,0.01539,0.12458,,2.09645,0.31176,0.27299,0.27816,0.01963,0.6181,0.21418,0.01572,0.02061,0.07159,0.16732,0.21888,0.09553,0.00405,0.65627,0.00557,0.04942,,0.00178,0.07137,,0.24127,0.0046
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,,0.00049,0.03123,,0.00235,0.00065,,,,,0.01173,,,,,,,0.00431,,,0.01034,,,,,0.03034,,,,,,,,,,,,0.02085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis,,,,,,0.01336,,,0.00078,,,,0.00091,,,,,0.01725,0.0008,,0.00571,,0.00099,,,7.47065,,,0.01378,,,,,,,0.00159,0.00365,,,0.00415,,0.04677,,0.78083,,0.00223,,,,0.02961,,,,0.00523,,,,,0.0045,,0.24993,,,,,,,,,,,,,,,0.00879,,,0.00042,0.00325,,,,,,,,,,,,,,,,,
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,,0.00132,,,,,,,,,,,0.00057,0.00122,0.00057,,0.01647,0.00056,,0.00199,0.00376,,,,,,,,,,,,0.00091,,,0.00585,,,,,,,,,,,,,,,,0.00093,,,1.68648,,,,,0.00113,,,0.00244,,,,0.00764,,,,,,,,0.01608,,,,,,0.00199,,,,0.00183,,,,,,,,,,,,
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,,,,,,,,,,,,,,,,,,,,,,0.42884,,,,,,,,,,,,,,,0.00205,,,,,,,,,0.00469,0.01446,0.01255,,,,,,,0.01797,,,,,,,0.01864,,,,,,,,,,,,,,,0.01168,,,,,,,,,,,,0.00395,,,,,,,,
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens,,,,,0.85987,,,,1.40476,,,0.3479,,,4.99631,0.65263,,0.30095,,2.65053,0.02405,,,1.1109,,,,0.00577,,,,,0.11855,,,0.17162,,,2.55498,,,,,,1.83811,,,,,,0.09235,5.76762,,,14.16783,,,0.65679,,,,,,,7.40894,1.92356,,,,,,,,,,,,2.2736,2.63123,0.0114,,1.22822,0.00223,0.00285,13.97904,,6.91697,1.06629,,,,,,,3.19327,,
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,,,,,,0.09463,,,,,,,,,,,0.05303,,1.73515,,,,,,,0.03386,0.12726,,,,,0.12781,,,,,,,,,0.09251,0.24366,,,,,,,,,,,0.62372,,,,,,0.3326,,,,5.01765,,,,,,,,,,,,0.4617,0.37063,,,,,6.42576,0.62949,,0.0721,2.66432,,1.95926,,,,,,,,,0.37105,0.34645
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0.64403,0.12023,,,0.21767,1.01441,0.26342,,,,,,,,0.02527,2.03154,,0.00744,0.12196,,,,0.11156,0.17647,0.03366,,0.01651,4.87168,,,,0.01343,,0.00913,,,0.84668,,0.12383,0.9419,6.50134,0.68578,0.55756,3.26243,,0.04589,,,0.19685,,,,3.79,,1.54536,,0.30229,0.12049,0.32619,0.03626,,1.83282,1.74656,0.2861,,,,0.45647,,0.03265,,,,0.32269,,,,0.67599,0.10352,4.17006,,0.14292,0.02024,,,,0.04644,,0.328,0.12069,0.48354,,,,,,0.35029
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,3.79333,2.4018,1.76459,0.14606,3.0076,2.61763,0.98503,1.84511,3.45557,3.16595,0.08855,0.53459,,6.37365,0.00804,8.81803,0.27061,0.17789,0.09425,0.23414,0.21326,10.34233,0.0299,1.94975,0.18109,0.03375,1.43696,2.84742,0.25876,2.89282,4.35966,1.41185,0.07594,1.00822,0.94497,0.85687,0.49753,0.41801,0.00359,6.08788,5.56689,0.40557,1.73819,11.98364,,0.50129,0.06486,0.4198,0.15246,0.14414,0.02943,0.65179,0.10448,0.34743,,4.51058,0.02196,0.00075,0.36733,0.12146,1.00094,0.6868,0.37992,0.44882,,0.0213,1.52607,0.07236,,,0.42113,0.2664,0.20352,0.29918,0.42148,,0.14816,,1.14414,0.00382,0.15182,0.11222,0.0048,,0.33861,,,0.0134,0.17054,0.02396,0.06874,1.07232,,0.45729,0.01286,0.65127,0.218
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0.70024,0.28218,0.30899,0.4682,0.89922,0.51528,,3.8305,0.36546,1.08063,0.09718,0.00107,,,0.18399,0.43924,,0.25814,,,0.14186,0.00101,0.73692,0.14644,0.06567,0.038,1.0327,1.29089,,1.69161,0.44632,0.9732,,0.78446,0.30301,,1.14614,,0.47171,2.68444,1.83943,5.23378,2.49421,2.3188,0.18626,,2.25793,,0.278,5.09025,0.23633,,0.90711,0.94019,0.85786,,0.09482,0.08393,,0.02963,0.15937,,0.56466,0.58238,0.26541,,,1.10428,0.73316,0.59445,0.09627,0.26269,0.26118,,0.00039,0.20326,0.80486,0.19218,0.11282,,0.41573,0.64897,0.14311,0.74767,1.81182,2.00884,0.74683,0.04338,,1.74325,0.15091,0.20651,0.99293,0.18038,,0.42865,0.21345
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0.125,,,,0.01991,,,,,,,,,,,0.21659,,,,,,,,0.01952,,0.00593,0.78162,0.46096,0.20225,,,0.71675,,,,,,,0.40523,0.29266,0.41246,0.05204,0.58199,,,,0.08032,,0.04307,0.07373,,,,,1.6105,0.2837,,0.10435,,,,,0.02582,,,,,0.12788,0.05092,0.04528,,,,,,,,0.10127,,,,,0.00677,,0.18478,,,,,,0.01031,,0.47812,0.01369,,,
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.80168,0.19556,0.44021,0.23851,1.20152,0.74842,,1.32322,0.60306,1.34056,0.08917,0.02785,,0.31209,0.07439,0.32286,0.03944,0.80094,0.1471,0.16912,0.02028,3.42786,0.26043,0.43253,0.2758,0.80528,1.61747,1.04786,0.2186,2.0051,0.12932,1.57329,,0.8021,0.02323,0.13906,0.58264,,1.3197,2.20561,0.85881,1.58852,0.54681,0.34892,0.81805,0.12533,0.4049,0.84052,1.03669,1.98908,0.01472,,0.28179,0.52569,1.25401,4.09934,0.14713,0.0491,0.07865,0.50305,0.23739,0.02907,1.38079,0.09141,2.0284,0.02596,3.97392,0.7673,0.2241,0.15819,0.32452,0.09335,0.10331,0.67995,0.95632,0.75557,1.7126,0.55343,0.85072,0.74487,0.36833,0.42549,0.11951,0.30271,1.32859,0.95128,0.56434,0.00262,1.78161,2.06599,0.71905,0.0436,1.57969,0.35797,0.07633,1.7665,0.3173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0.41141,,0.08191,,0.20928,,0.0319,,0.03785,0.63233,0.01262,0.00981,,,,0.10504,0.00163,0.14668,0.04956,0.05259,0.06615,,0.03091,0.09354,0.30564,0.13221,,,2.12352,,,,,1.27876,0.41121,,0.18191,,0.38169,0.04598,0.56345,0.31727,,,0.01114,0.0429,,,,0.00323,,0.01541,0.1885,,,2.90001,,,,0.65223,,2.08053,0.96695,0.57703,0.91099,0.01805,,3.9791,1.83166,1.09222,,0.56529,0.00032,0.87141,0.64176,0.00232,0.84987,0.25589,,,,0.36035,0.0606,3.12489,,1.04968,,0.00278,5.57798,1.25109,0.18854,0.35882,0.80283,0.37342,0.45091,,0.33307
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.51663,0.00075,0.07408,0.07111,0.09633,0.44742,,0.49148,,0.23561,0.16413,,,,0.53083,,0.01422,0.57173,0.01184,,,1.09963,0.10211,0.04498,0.00593,,0.31454,,0.31124,0.00322,0.0629,0.30209,,1.81354,,,0.01055,,0.83351,0.56054,,,,0.17217,,0.15623,,0.11895,0.86938,0.47447,,,0.01233,0.3017,,0.04932,,0.1111,0.03437,,0.07312,0.14923,0.15881,0.31864,0.05737,,1.40964,,0.05836,0.07622,0.04187,0.03061,0.44817,,0.20097,0.20575,0.22281,0.0087,,0.32186,,0.18879,,,,0.68936,0.01192,,1.01474,,0.02637,,,0.01267,,0.01448,0.03042
